ano,id_municipio,distritos_sp,bairros_sp,total_empregos
2021,3550308,21,424,0
2021,3550308,50,,90
2021,3550308,21,751,84
2021,3550308,22,1224,8
2021,3550308,94,776,345
2021,3550308,21,965,0
2021,3550308,72,120,32
2021,3550308,36,1435,2
2021,3550308,49,965,46
2021,3550308,17,306,11
2021,3550308,47,1818,13
2021,3550308,54,1361,52
2021,3550308,88,1380,340
2021,3550308,42,679,129
2021,3550308,,149,1
2021,3550308,45,1699,7
2021,3550308,18,551,59
2021,3550308,55,353,265
2021,3550308,35,755,183
2021,3550308,74,887,0
2021,3550308,39,160,3
2021,3550308,22,769,24
2021,3550308,5,167,169
2021,3550308,46,504,1
2021,3550308,44,251,67
2021,3550308,75,181,16
2021,3550308,82,497,138
2021,3550308,41,1014,14
2021,3550308,5,74,134
2021,3550308,42,257,59
2021,3550308,13,1531,14
2021,3550308,,1707,0
2021,3550308,28,1168,11
2021,3550308,53,710,60
2021,3550308,76,79,52
2021,3550308,31,315,110
2021,3550308,16,732,4
2021,3550308,15,368,20
2021,3550308,58,301,181
2021,3550308,51,1282,37
2021,3550308,72,671,110
2021,3550308,28,1563,73
2021,3550308,54,1449,49
2021,3550308,28,1836,0
2021,3550308,72,715,43
2021,3550308,75,892,381
2021,3550308,16,693,107
2021,3550308,34,1806,5
2021,3550308,37,1539,183
2021,3550308,85,1112,93
2021,3550308,57,672,794
2021,3550308,89,1608,97
2021,3550308,,741,0
2021,3550308,18,904,41
2021,3550308,76,863,3
2021,3550308,,353,8
2021,3550308,22,333,53
2021,3550308,21,1000,2
2021,3550308,74,1179,8
2021,3550308,,63,12
2021,3550308,40,153,25
2021,3550308,88,356,67
2021,3550308,41,218,3
2021,3550308,86,494,4
2021,3550308,48,191,17
2021,3550308,55,103,18
2021,3550308,35,268,188
2021,3550308,22,367,253
2021,3550308,18,161,86
2021,3550308,39,595,10
2021,3550308,22,844,116
2021,3550308,71,819,1057
2021,3550308,16,851,0
2021,3550308,92,1498,87
2021,3550308,41,1232,1139
2021,3550308,32,1638,6
2021,3550308,7,1074,305
2021,3550308,,424,2
2021,3550308,96,1112,32
2021,3550308,85,1258,64
2021,3550308,27,1556,385
2021,3550308,45,1534,8
2021,3550308,9,1282,316
2021,3550308,67,1865,8
2021,3550308,70,1377,20
2021,3550308,15,1782,17
2021,3550308,37,1704,0
2021,3550308,11,288,1
2021,3550308,18,706,22
2021,3550308,9,1325,64
2021,3550308,74,145,69
2021,3550308,18,680,26
2021,3550308,73,783,5
2021,3550308,87,1552,72
2021,3550308,62,14,1367
2021,3550308,2,1007,50
2021,3550308,,1385,0
2021,3550308,33,1792,4
2021,3550308,37,188,71
2021,3550308,17,1530,18
2021,3550308,65,291,74
2021,3550308,42,936,42
2021,3550308,21,1501,36
2021,3550308,71,129,0
2021,3550308,34,1025,93
2021,3550308,65,260,126
2021,3550308,41,,1
2021,3550308,78,961,0
2021,3550308,1,572,12
2021,3550308,74,202,9
2021,3550308,42,1564,290
2021,3550308,35,838,13
2021,3550308,88,1274,0
2021,3550308,,789,43
2021,3550308,43,966,11
2021,3550308,70,1106,318
2021,3550308,41,1128,0
2021,3550308,73,837,6
2021,3550308,41,1387,8
2021,3550308,46,1087,96
2021,3550308,45,365,38
2021,3550308,37,234,0
2021,3550308,46,690,0
2021,3550308,73,1027,24
2021,3550308,3,193,0
2021,3550308,74,977,31
2021,3550308,55,936,9
2021,3550308,8,1059,0
2021,3550308,67,381,31
2021,3550308,21,1784,2
2021,3550308,36,740,26
2021,3550308,93,1295,1
2021,3550308,22,686,27
2021,3550308,37,587,0
2021,3550308,30,1540,1
2021,3550308,,1818,16
2021,3550308,38,8,101
2021,3550308,78,928,158
2021,3550308,43,680,2
2021,3550308,,1700,40
2021,3550308,58,1389,25
2021,3550308,35,1225,0
2021,3550308,78,1283,7
2021,3550308,17,1409,1
2021,3550308,,1207,3
2021,3550308,64,919,13
2021,3550308,37,40,73
2021,3550308,41,134,29
2021,3550308,22,823,34
2021,3550308,74,868,20
2021,3550308,,984,11
2021,3550308,,949,3
2021,3550308,73,988,29
2021,3550308,22,283,40
2021,3550308,,595,11
2021,3550308,,66,19
2021,3550308,38,1210,2028
2021,3550308,,1082,19
2021,3550308,64,1519,45
2021,3550308,29,1077,12
2021,3550308,15,1082,93
2021,3550308,,469,0
2021,3550308,15,376,8
2021,3550308,74,481,0
2021,3550308,35,1601,0
2021,3550308,28,1708,0
2021,3550308,41,827,1
2021,3550308,,1264,1
2021,3550308,3,9,18
2021,3550308,1,,138
2021,3550308,44,,3
2021,3550308,55,1194,8
2021,3550308,29,639,0
2021,3550308,86,111,7
2021,3550308,78,1764,0
2021,3550308,76,932,11
2021,3550308,76,732,0
2021,3550308,90,1554,16
2021,3550308,63,232,28
2021,3550308,,1804,0
2021,3550308,39,1801,0
2021,3550308,46,1014,9
2021,3550308,,585,0
2021,3550308,85,975,0
2021,3550308,80,1059,674
2021,3550308,76,1838,30
2021,3550308,55,538,5
2021,3550308,,257,1
2021,3550308,22,1661,0
2021,3550308,,1465,32
2021,3550308,55,768,4
2021,3550308,,722,8
2021,3550308,22,229,26
2021,3550308,16,885,17
2021,3550308,37,517,2
2021,3550308,17,1374,8
2021,3550308,53,1359,14
2021,3550308,73,102,14
2021,3550308,88,613,0
2021,3550308,94,1573,3
2021,3550308,79,384,0
2021,3550308,81,234,0
2021,3550308,45,721,23
2021,3550308,,936,4
2021,3550308,29,1664,0
2021,3550308,29,200,0
2021,3550308,77,80,21
2021,3550308,55,66,17
2021,3550308,,1521,0
2021,3550308,28,1336,2
2021,3550308,,1638,1
2021,3550308,,179,6
2021,3550308,2,1711,1
2021,3550308,51,169,2
2021,3550308,,974,68
2021,3550308,41,779,7
2021,3550308,49,1025,12
2021,3550308,38,1520,59
2021,3550308,51,771,73
2021,3550308,84,1734,21
2021,3550308,29,922,10
2021,3550308,,172,3
2021,3550308,,1572,0
2021,3550308,22,812,1
2021,3550308,65,1002,0
2021,3550308,1,30,0
2021,3550308,34,850,2
2021,3550308,,144,0
2021,3550308,38,,0
2021,3550308,79,1874,0
2021,3550308,22,826,14
2021,3550308,83,585,0
2021,3550308,74,625,4
2021,3550308,67,1166,0
2021,3550308,,1081,1
2021,3550308,29,1291,4
2021,3550308,50,1054,20
2021,3550308,,371,0
2021,3550308,28,271,0
2021,3550308,33,116,0
2021,3550308,81,587,0
2021,3550308,73,1430,286
2021,3550308,41,828,0
2021,3550308,24,1269,0
2021,3550308,29,303,1
2021,3550308,27,731,13
2021,3550308,72,1595,39
2021,3550308,55,1633,41
2021,3550308,11,1497,2
2021,3550308,11,1847,0
2021,3550308,,1173,0
2021,3550308,71,534,13
2021,3550308,,684,0
2021,3550308,33,550,0
2021,3550308,83,1347,0
2021,3550308,3,250,4
2021,3550308,49,1647,0
2021,3550308,78,1778,0
2021,3550308,,1181,0
2021,3550308,68,1293,1
2021,3550308,18,1787,0
2021,3550308,,317,0
2021,3550308,,1431,2
2021,3550308,67,615,0
2021,3550308,24,946,0
2021,3550308,84,1648,0
2021,3550308,74,622,0
2021,3550308,87,946,0
2021,3550308,,347,0
2021,3550308,94,1790,0
2021,3550308,,,314949
2021,3550308,33,1716,83437
2021,3550308,14,90,4810
2021,3550308,27,1123,849
2021,3550308,93,1759,6524
2021,3550308,8,34,11339
2021,3550308,12,98,5101
2021,3550308,86,1678,1440
2021,3550308,67,256,501
2021,3550308,45,1044,825
2021,3550308,22,1040,169
2021,3550308,7,22,93687
2021,3550308,25,47,1996
2021,3550308,15,1813,670
2021,3550308,47,1046,15889
2021,3550308,92,1462,27329
2021,3550308,64,634,312
2021,3550308,65,790,139
2021,3550308,16,382,1167
2021,3550308,4,1364,2982
2021,3550308,64,973,112
2021,3550308,10,34,49271
2021,3550308,73,780,66
2021,3550308,90,1618,6187
2021,3550308,28,1727,1131
2021,3550308,82,1316,48900
2021,3550308,87,1120,90
2021,3550308,56,1078,5791
2021,3550308,46,1781,11710
2021,3550308,8,30,8590
2021,3550308,96,602,489
2021,3550308,75,1215,4372
2021,3550308,74,565,942
2021,3550308,1,1401,4196
2021,3550308,48,1437,162
2021,3550308,67,,23244
2021,3550308,6,2,38083
2021,3550308,8,,24783
2021,3550308,93,1516,218
2021,3550308,81,1430,616
2021,3550308,91,1725,993
2021,3550308,80,,17180
2021,3550308,47,,6670
2021,3550308,51,246,43187
2021,3550308,36,1791,4100
2021,3550308,89,540,404
2021,3550308,95,1430,672
2021,3550308,35,1081,774
2021,3550308,21,8,2748
2021,3550308,39,256,62456
2021,3550308,4,1028,2020
2021,3550308,86,884,81
2021,3550308,22,52,3966
2021,3550308,96,386,280
2021,3550308,68,1868,1961
2021,3550308,95,1574,469
2021,3550308,73,1589,739
2021,3550308,78,581,646
2021,3550308,17,92,441
2021,3550308,15,,3193
2021,3550308,73,1792,269
2021,3550308,84,1709,607
2021,3550308,52,1169,10304
2021,3550308,18,561,123
2021,3550308,22,1312,425
2021,3550308,12,343,6166
2021,3550308,27,1804,30
2021,3550308,13,1489,648
2021,3550308,83,1318,1116
2021,3550308,57,227,539
2021,3550308,51,1677,8532
2021,3550308,65,1343,132
2021,3550308,78,1113,636
2021,3550308,15,1041,5514
2021,3550308,74,379,744
2021,3550308,15,1346,8776
2021,3550308,27,1116,2039
2021,3550308,49,1783,322
2021,3550308,22,281,432
2021,3550308,20,1443,3843
2021,3550308,82,3,188
2021,3550308,48,816,495
2021,3550308,55,1077,1327
2021,3550308,81,672,203
2021,3550308,48,2,2357
2021,3550308,37,909,315
2021,3550308,94,1567,174
2021,3550308,74,1205,2504
2021,3550308,28,695,48
2021,3550308,43,1086,7886
2021,3550308,45,1086,9554
2021,3550308,71,374,3038
2021,3550308,33,36,10618
2021,3550308,26,1556,1594
2021,3550308,67,614,705
2021,3550308,71,134,34131
2021,3550308,40,1420,248
2021,3550308,63,1658,405
2021,3550308,69,53,20817
2021,3550308,88,1592,3382
2021,3550308,45,788,5185
2021,3550308,21,1047,448
2021,3550308,47,200,230
2021,3550308,65,39,79
2021,3550308,30,875,85
2021,3550308,61,,728
2021,3550308,79,1638,1879
2021,3550308,48,1047,1730
2021,3550308,20,1391,360
2021,3550308,75,80,2071
2021,3550308,68,248,757
2021,3550308,82,265,80
2021,3550308,1,1718,1107
2021,3550308,93,100,5038
2021,3550308,85,1851,1714
2021,3550308,39,1605,907
2021,3550308,33,1470,18533
2021,3550308,,648,40
2021,3550308,79,1069,3949
2021,3550308,28,1371,1604
2021,3550308,15,879,384
2021,3550308,67,582,433
2021,3550308,16,1741,960
2021,3550308,22,840,1144
2021,3550308,65,185,941
2021,3550308,80,1535,6589
2021,3550308,65,,1813
2021,3550308,35,1540,205
2021,3550308,38,687,283
2021,3550308,32,1663,4773
2021,3550308,84,1274,849
2021,3550308,29,249,1408
2021,3550308,96,,2686
2021,3550308,72,884,5054
2021,3550308,57,533,3935
2021,3550308,36,1388,1282
2021,3550308,89,1559,7030
2021,3550308,90,1462,2662
2021,3550308,43,788,18274
2021,3550308,92,1074,20439
2021,3550308,69,1413,2661
2021,3550308,78,99,2301
2021,3550308,39,,17897
2021,3550308,83,1344,7304
2021,3550308,46,1356,12162
2021,3550308,46,1580,2365
2021,3550308,68,1436,166
2021,3550308,68,1623,2974
2021,3550308,54,1468,343
2021,3550308,18,428,1003
2021,3550308,25,1266,7569
2021,3550308,65,396,207
2021,3550308,17,1836,856
2021,3550308,67,1605,816
2021,3550308,41,1150,612
2021,3550308,16,,1019
2021,3550308,65,450,263
2021,3550308,26,,2584
2021,3550308,29,154,171
2021,3550308,95,1615,1423
2021,3550308,19,1150,339
2021,3550308,71,,86831
2021,3550308,30,,827
2021,3550308,63,568,1587
2021,3550308,94,1822,1406
2021,3550308,26,1284,2788
2021,3550308,80,34,802
2021,3550308,85,1076,1314
2021,3550308,49,1046,9038
2021,3550308,29,1117,352
2021,3550308,69,1325,2522
2021,3550308,91,921,5075
2021,3550308,74,1274,1972
2021,3550308,92,7,124
2021,3550308,21,1467,710
2021,3550308,67,477,1042
2021,3550308,94,1648,1569
2021,3550308,90,1616,3137
2021,3550308,13,1663,1709
2021,3550308,59,233,439
2021,3550308,91,1483,249
2021,3550308,33,788,1470
2021,3550308,36,1433,6850
2021,3550308,54,1674,2294
2021,3550308,96,232,422
2021,3550308,,83,393
2021,3550308,32,,490
2021,3550308,58,24,1861
2021,3550308,96,39,1688
2021,3550308,22,548,502
2021,3550308,,1441,433
2021,3550308,36,331,457
2021,3550308,71,268,7066
2021,3550308,93,1646,6667
2021,3550308,20,85,228
2021,3550308,41,1158,1327
2021,3550308,16,1088,905
2021,3550308,22,669,315
2021,3550308,71,559,93
2021,3550308,4,1778,459
2021,3550308,21,446,52
2021,3550308,30,922,251
2021,3550308,44,392,24
2021,3550308,22,923,620
2021,3550308,24,136,201
2021,3550308,73,1811,117
2021,3550308,96,531,1061
2021,3550308,33,1060,414
2021,3550308,30,1614,477
2021,3550308,82,64,5581
2021,3550308,25,,5471
2021,3550308,59,1418,186
2021,3550308,30,232,629
2021,3550308,21,,204
2021,3550308,74,492,927
2021,3550308,42,1340,346
2021,3550308,78,808,1365
2021,3550308,83,1317,565
2021,3550308,48,1839,2183
2021,3550308,65,596,445
2021,3550308,37,705,1000
2021,3550308,,755,174
2021,3550308,92,1029,1693
2021,3550308,80,1046,1285
2021,3550308,33,481,1800
2021,3550308,72,1105,963
2021,3550308,60,1071,2922
2021,3550308,90,1074,1507
2021,3550308,13,,6585
2021,3550308,64,966,313
2021,3550308,74,1754,468
2021,3550308,23,,966
2021,3550308,63,839,665
2021,3550308,31,894,398
2021,3550308,49,,1576
2021,3550308,83,661,124
2021,3550308,12,1086,2393
2021,3550308,53,1858,3745
2021,3550308,27,1798,145
2021,3550308,6,1344,772
2021,3550308,83,,2777
2021,3550308,77,1069,1336
2021,3550308,96,1851,1006
2021,3550308,70,1056,608
2021,3550308,53,735,81
2021,3550308,16,1004,446
2021,3550308,26,1664,442
2021,3550308,1,1059,150
2021,3550308,36,1732,2113
2021,3550308,,1506,100
2021,3550308,52,12,5261
2021,3550308,39,1467,81
2021,3550308,16,944,154
2021,3550308,85,1546,107
2021,3550308,5,40,529
2021,3550308,84,18,122
2021,3550308,85,1075,936
2021,3550308,34,108,132
2021,3550308,20,134,452
2021,3550308,94,995,206
2021,3550308,84,1557,1067
2021,3550308,78,272,1006
2021,3550308,34,241,229
2021,3550308,66,201,2914
2021,3550308,96,1076,110
2021,3550308,19,1365,36
2021,3550308,75,1126,243
2021,3550308,,1296,36
2021,3550308,54,794,2822
2021,3550308,58,578,36
2021,3550308,18,258,101
2021,3550308,40,1459,49
2021,3550308,35,149,46
2021,3550308,35,1432,310
2021,3550308,29,1219,152
2021,3550308,40,560,359
2021,3550308,21,1509,47
2021,3550308,53,780,339
2021,3550308,76,618,111
2021,3550308,41,395,84
2021,3550308,24,171,480
2021,3550308,40,447,22
2021,3550308,4,750,71
2021,3550308,28,1067,1830
2021,3550308,74,142,213
2021,3550308,29,978,239
2021,3550308,54,1491,501
2021,3550308,20,1449,247
2021,3550308,42,531,1246
2021,3550308,41,839,216
2021,3550308,76,1478,704
2021,3550308,81,895,5059
2021,3550308,42,,1136
2021,3550308,34,1837,261
2021,3550308,34,61,558
2021,3550308,21,1004,292
2021,3550308,53,1022,34
2021,3550308,42,1832,143
2021,3550308,65,828,201
2021,3550308,65,520,165
2021,3550308,37,901,1
2021,3550308,55,200,178
2021,3550308,73,1488,159
2021,3550308,83,1192,20
2021,3550308,93,1555,1638
2021,3550308,22,516,576
2021,3550308,21,703,706
2021,3550308,55,563,55
2021,3550308,53,1169,1863
2021,3550308,27,1020,142
2021,3550308,4,835,58
2021,3550308,74,955,0
2021,3550308,42,1561,262
2021,3550308,58,329,97
2021,3550308,45,1145,130
2021,3550308,48,1620,143
2021,3550308,17,636,86
2021,3550308,84,497,201
2021,3550308,74,342,42
2021,3550308,78,1522,118
2021,3550308,4,383,194
2021,3550308,17,806,266
2021,3550308,92,1648,119
2021,3550308,93,992,282
2021,3550308,45,1678,30
2021,3550308,96,1343,155
2021,3550308,83,1682,304
2021,3550308,73,1505,74
2021,3550308,36,930,91
2021,3550308,49,1549,71
2021,3550308,88,695,350
2021,3550308,55,1102,46
2021,3550308,,697,18
2021,3550308,63,1385,18
2021,3550308,21,1391,95
2021,3550308,73,1451,10
2021,3550308,15,204,47
2021,3550308,17,1764,377
2021,3550308,22,882,64
2021,3550308,13,1046,48
2021,3550308,82,1282,357
2021,3550308,28,1384,244
2021,3550308,48,1393,296
2021,3550308,63,1692,194
2021,3550308,89,11,206
2021,3550308,,189,203
2021,3550308,88,1146,65
2021,3550308,37,919,114
2021,3550308,86,956,22
2021,3550308,30,1376,172
2021,3550308,54,1784,99
2021,3550308,4,1205,155
2021,3550308,3,889,813
2021,3550308,65,474,103
2021,3550308,55,137,24
2021,3550308,20,917,14
2021,3550308,22,121,0
2021,3550308,22,752,0
2021,3550308,40,329,46
2021,3550308,21,1011,55
2021,3550308,74,1101,1444
2021,3550308,28,1820,177
2021,3550308,11,1834,126
2021,3550308,82,1648,62
2021,3550308,29,1188,16
2021,3550308,78,1156,9
2021,3550308,16,126,691
2021,3550308,16,1041,32
2021,3550308,74,847,176
2021,3550308,,1004,0
2021,3550308,45,479,234
2021,3550308,13,1449,4
2021,3550308,64,1533,74
2021,3550308,41,1053,26
2021,3550308,74,891,111
2021,3550308,55,,1951
2021,3550308,91,1853,407
2021,3550308,75,,42
2021,3550308,78,1713,149
2021,3550308,93,536,89
2021,3550308,1,1806,15
2021,3550308,68,345,3987
2021,3550308,86,868,70
2021,3550308,55,141,39
2021,3550308,27,1694,43
2021,3550308,16,264,523
2021,3550308,29,756,168
2021,3550308,,409,143
2021,3550308,26,1266,1762
2021,3550308,41,135,147
2021,3550308,45,1656,164
2021,3550308,49,375,17
2021,3550308,17,891,63
2021,3550308,74,696,31
2021,3550308,11,280,134
2021,3550308,86,740,89
2021,3550308,18,566,196
2021,3550308,76,939,134
2021,3550308,,1614,26
2021,3550308,41,1203,76
2021,3550308,45,868,5
2021,3550308,11,674,68
2021,3550308,87,1779,59
2021,3550308,22,841,2
2021,3550308,67,39,306
2021,3550308,70,95,829
2021,3550308,63,1446,0
2021,3550308,41,296,154
2021,3550308,41,401,20
2021,3550308,34,697,45
2021,3550308,78,783,23
2021,3550308,74,521,5
2021,3550308,83,545,3
2021,3550308,75,577,6
2021,3550308,29,1220,5
2021,3550308,76,1839,11
2021,3550308,5,1771,128
2021,3550308,76,1857,118
2021,3550308,81,969,5
2021,3550308,55,26,149
2021,3550308,85,,51
2021,3550308,44,1818,43
2021,3550308,18,664,240
2021,3550308,78,1821,0
2021,3550308,74,252,2
2021,3550308,28,1757,308
2021,3550308,21,692,20
2021,3550308,45,1065,30
2021,3550308,28,1410,1
2021,3550308,96,760,250
2021,3550308,20,1525,146
2021,3550308,15,811,8
2021,3550308,87,120,410
2021,3550308,30,689,26
2021,3550308,18,1226,48
2021,3550308,75,845,15
2021,3550308,21,1037,1
2021,3550308,63,926,254
2021,3550308,,1854,45
2021,3550308,11,761,68
2021,3550308,81,1303,479
2021,3550308,21,289,370
2021,3550308,27,815,1
2021,3550308,28,1641,142
2021,3550308,76,1869,95
2021,3550308,2,,349
2021,3550308,78,988,109
2021,3550308,16,467,60
2021,3550308,68,1643,232
2021,3550308,68,931,141
2021,3550308,,1535,0
2021,3550308,36,586,145
2021,3550308,42,618,751
2021,3550308,26,1651,374
2021,3550308,93,,252
2021,3550308,84,592,34
2021,3550308,40,1377,133
2021,3550308,38,1023,17
2021,3550308,,1253,140
2021,3550308,36,1670,103
2021,3550308,15,1339,0
2021,3550308,81,560,802
2021,3550308,88,1773,33
2021,3550308,52,1460,11
2021,3550308,88,946,59
2021,3550308,17,593,100
2021,3550308,88,808,51
2021,3550308,33,1045,2
2021,3550308,70,1515,568
2021,3550308,38,254,1074
2021,3550308,30,75,89
2021,3550308,41,963,22
2021,3550308,21,1449,210
2021,3550308,78,164,278
2021,3550308,53,1668,249
2021,3550308,36,637,59
2021,3550308,92,705,223
2021,3550308,,93,53
2021,3550308,22,1757,39
2021,3550308,41,537,108
2021,3550308,35,1859,107
2021,3550308,15,1320,126
2021,3550308,8,13,1206
2021,3550308,79,615,41
2021,3550308,89,1554,788
2021,3550308,20,,931
2021,3550308,33,459,578
2021,3550308,78,1860,39
2021,3550308,81,1611,11
2021,3550308,20,1681,20
2021,3550308,10,30,377
2021,3550308,22,400,52
2021,3550308,,1054,53
2021,3550308,,182,4
2021,3550308,73,120,16
2021,3550308,27,605,126
2021,3550308,64,617,27
2021,3550308,88,17,63
2021,3550308,59,1524,42
2021,3550308,4,854,141
2021,3550308,31,1027,24
2021,3550308,77,1638,698
2021,3550308,21,875,15
2021,3550308,76,733,73
2021,3550308,74,1036,0
2021,3550308,,226,0
2021,3550308,9,1238,238
2021,3550308,19,1799,99
2021,3550308,22,668,172
2021,3550308,89,1637,193
2021,3550308,18,324,2
2021,3550308,34,541,8
2021,3550308,67,1795,1
2021,3550308,28,1834,8
2021,3550308,,219,26
2021,3550308,16,900,25
2021,3550308,31,1313,276
2021,3550308,74,702,239
2021,3550308,41,1206,114
2021,3550308,48,1513,120
2021,3550308,18,1610,9
2021,3550308,65,860,7
2021,3550308,83,791,40
2021,3550308,27,793,255
2021,3550308,37,1648,44
2021,3550308,17,1778,3
2021,3550308,38,569,3
2021,3550308,6,1266,320
2021,3550308,76,1367,39
2021,3550308,30,1387,17
2021,3550308,,855,10
2021,3550308,22,554,80
2021,3550308,87,891,1
2021,3550308,44,172,3
2021,3550308,76,267,23
2021,3550308,37,1146,172
2021,3550308,58,1358,67
2021,3550308,84,1475,127
2021,3550308,18,358,14
2021,3550308,11,177,112
2021,3550308,74,1785,87
2021,3550308,34,703,67
2021,3550308,32,725,80
2021,3550308,11,1568,11
2021,3550308,,1317,2
2021,3550308,61,861,94
2021,3550308,18,705,29
2021,3550308,,1767,20
2021,3550308,42,1740,11
2021,3550308,21,1783,9
2021,3550308,71,476,205
2021,3550308,22,919,327
2021,3550308,29,1411,1
2021,3550308,10,,227
2021,3550308,83,226,90
2021,3550308,27,1457,1
2021,3550308,,173,7
2021,3550308,29,722,92
2021,3550308,4,526,3
2021,3550308,5,904,23
2021,3550308,86,1567,65
2021,3550308,68,1473,5
2021,3550308,76,,0
2021,3550308,88,968,42
2021,3550308,34,960,1
2021,3550308,4,1164,146
2021,3550308,74,1093,2
2021,3550308,20,985,26
2021,3550308,67,749,3
2021,3550308,80,1057,14
2021,3550308,,1376,0
2021,3550308,29,571,22
2021,3550308,6,,124
2021,3550308,68,983,6
2021,3550308,55,779,1
2021,3550308,15,981,163
2021,3550308,75,405,0
2021,3550308,96,450,9
2021,3550308,22,1435,0
2021,3550308,74,759,2
2021,3550308,18,1379,67
2021,3550308,49,580,0
2021,3550308,67,757,1
2021,3550308,1,1607,0
2021,3550308,,1741,5
2021,3550308,22,459,30
2021,3550308,1,1766,556
2021,3550308,34,1635,1
2021,3550308,89,1380,87
2021,3550308,,631,35
2021,3550308,53,772,41
2021,3550308,42,71,89
2021,3550308,38,335,0
2021,3550308,41,213,3
2021,3550308,12,1263,37
2021,3550308,49,1270,0
2021,3550308,,1068,0
2021,3550308,10,1051,41
2021,3550308,55,1253,61
2021,3550308,73,1417,48
2021,3550308,42,143,88
2021,3550308,35,1408,90
2021,3550308,81,610,16
2021,3550308,87,261,141
2021,3550308,57,1826,6
2021,3550308,92,316,56
2021,3550308,,76,55
2021,3550308,,1681,9
2021,3550308,65,614,32
2021,3550308,,886,21
2021,3550308,72,1090,9
2021,3550308,72,1252,2
2021,3550308,3,1595,0
2021,3550308,77,351,121
2021,3550308,68,553,23
2021,3550308,,1397,133
2021,3550308,87,1589,23
2021,3550308,30,531,3
2021,3550308,22,899,2
2021,3550308,15,1467,0
2021,3550308,95,529,0
2021,3550308,78,1409,14
2021,3550308,47,922,27
2021,3550308,85,349,8
2021,3550308,72,1619,281
2021,3550308,54,1396,24
2021,3550308,,26,229
2021,3550308,41,1431,3
2021,3550308,37,361,19
2021,3550308,62,240,100
2021,3550308,71,1346,25
2021,3550308,83,1877,1
2021,3550308,43,1012,6
2021,3550308,70,1554,103
2021,3550308,36,562,13
2021,3550308,93,1241,244
2021,3550308,18,720,102
2021,3550308,41,484,43
2021,3550308,78,553,2
2021,3550308,29,1207,4
2021,3550308,73,319,107
2021,3550308,74,1842,17
2021,3550308,87,1792,17
2021,3550308,61,118,70
2021,3550308,44,789,40
2021,3550308,22,458,6
2021,3550308,,1605,0
2021,3550308,16,132,0
2021,3550308,31,901,0
2021,3550308,,241,3
2021,3550308,38,1707,0
2021,3550308,93,308,3
2021,3550308,27,1383,0
2021,3550308,68,1562,22
2021,3550308,76,222,4
2021,3550308,42,387,22
2021,3550308,38,1154,2
2021,3550308,48,1344,6
2021,3550308,76,577,7
2021,3550308,,1262,4
2021,3550308,45,426,1
2021,3550308,41,501,0
2021,3550308,81,262,0
2021,3550308,,1723,0
2021,3550308,,1077,65
2021,3550308,1,959,4
2021,3550308,,824,3
2021,3550308,,938,28
2021,3550308,61,1287,43
2021,3550308,16,916,3
2021,3550308,25,83,2
2021,3550308,,838,5
2021,3550308,18,677,4
2021,3550308,18,1324,40
2021,3550308,5,1533,0
2021,3550308,74,105,49
2021,3550308,92,1226,15
2021,3550308,,251,1
2021,3550308,,208,0
2021,3550308,87,69,0
2021,3550308,,871,0
2021,3550308,22,578,0
2021,3550308,84,1167,5
2021,3550308,,1221,50
2021,3550308,35,1448,2
2021,3550308,41,1427,3
2021,3550308,94,705,3
2021,3550308,55,1307,1
2021,3550308,22,1208,2
2021,3550308,34,1703,0
2021,3550308,,417,8
2021,3550308,,1447,0
2021,3550308,39,1548,0
2021,3550308,67,925,0
2021,3550308,76,1770,9
2021,3550308,67,1490,0
2021,3550308,35,1181,8
2021,3550308,,256,4
2021,3550308,28,334,0
2021,3550308,,1281,2
2021,3550308,,47,6
2021,3550308,58,737,0
2021,3550308,81,1526,0
2021,3550308,63,296,3
2021,3550308,23,606,3
2021,3550308,11,70,44
2021,3550308,57,904,1
2021,3550308,88,337,0
2021,3550308,20,1545,0
2021,3550308,34,1864,0
2021,3550308,81,1476,0
2021,3550308,17,920,0
2021,3550308,,1343,0
2021,3550308,,1139,0
2021,3550308,86,70,0
2021,3550308,35,1502,0
2021,3550308,47,1489,14
2021,3550308,,1817,4
2021,3550308,29,1251,0
2021,3550308,14,1732,0
2021,3550308,44,1609,527
2021,3550308,91,1804,16
2021,3550308,,960,0
2021,3550308,36,482,0
2021,3550308,73,1283,0
2021,3550308,90,1608,2
2021,3550308,48,122,0
2021,3550308,15,1444,11
2021,3550308,79,254,0
2021,3550308,,1102,0
2021,3550308,22,1024,0
2021,3550308,,137,0
2021,3550308,,1232,0
2021,3550308,,207,0
2021,3550308,,731,1
2021,3550308,,1344,2
2021,3550308,41,27,3
2021,3550308,18,1461,0
2021,3550308,78,1840,0
2021,3550308,41,322,0
2021,3550308,,861,0
2021,3550308,73,1570,26
2021,3550308,,1138,1
2021,3550308,78,946,0
2021,3550308,46,1748,0
2021,3550308,21,530,0
2021,3550308,,222,0
2021,3550308,84,237,0
2021,3550308,,1443,0
2021,3550308,48,,0
2021,3550308,96,890,0
2021,3550308,28,1623,0
2021,3550308,,1277,0
