ano,id_municipio,distritos_sp,bairros_sp,total_empregos
2021,3550308,70,1043,564
2021,3550308,8,12,194
2021,3550308,22,852,407
2021,3550308,22,1004,4368
2021,3550308,20,872,2627
2021,3550308,73,1724,307
2021,3550308,35,1469,742
2021,3550308,44,1587,42
2021,3550308,22,263,367
2021,3550308,55,1249,37
2021,3550308,14,1154,3524
2021,3550308,87,1181,4443
2021,3550308,55,889,43
2021,3550308,84,1483,894
2021,3550308,63,1459,660
2021,3550308,,592,216
2021,3550308,94,600,1081
2021,3550308,6,1071,3101
2021,3550308,14,346,2496
2021,3550308,95,,1215
2021,3550308,14,1466,2356
2021,3550308,53,626,18190
2021,3550308,88,,741
2021,3550308,45,47,7163
2021,3550308,28,,688
2021,3550308,26,432,1044
2021,3550308,28,1738,98
2021,3550308,20,1515,1095
2021,3550308,81,,1102
2021,3550308,63,1394,289
2021,3550308,57,63,447
2021,3550308,92,47,3170
2021,3550308,74,932,560
2021,3550308,82,1877,472
2021,3550308,85,1283,853
2021,3550308,67,473,269
2021,3550308,83,1566,194
2021,3550308,23,220,126
2021,3550308,33,268,785
2021,3550308,17,1123,425
2021,3550308,26,1412,486
2021,3550308,22,1242,908
2021,3550308,29,1727,288
2021,3550308,22,552,1110
2021,3550308,85,1193,73
2021,3550308,20,105,521
2021,3550308,2,31,364
2021,3550308,63,1404,263
2021,3550308,22,616,57
2021,3550308,48,11,1064
2021,3550308,15,1363,209
2021,3550308,38,1552,718
2021,3550308,19,1430,718
2021,3550308,39,1127,1280
2021,3550308,94,602,479
2021,3550308,63,115,600
2021,3550308,11,435,415
2021,3550308,,69,59
2021,3550308,21,1571,266
2021,3550308,63,357,1471
2021,3550308,45,1714,14
2021,3550308,65,342,266
2021,3550308,50,1300,317
2021,3550308,27,695,990
2021,3550308,54,1350,219
2021,3550308,74,347,212
2021,3550308,,549,59
2021,3550308,18,504,601
2021,3550308,49,1720,96
2021,3550308,19,1316,121
2021,3550308,22,405,348
2021,3550308,68,786,166
2021,3550308,78,1857,452
2021,3550308,29,1410,543
2021,3550308,81,1682,406
2021,3550308,58,25,4428
2021,3550308,49,90,521
2021,3550308,67,1190,393
2021,3550308,45,703,38
2021,3550308,22,297,231
2021,3550308,84,1816,362
2021,3550308,71,425,1130
2021,3550308,53,59,2118
2021,3550308,15,298,617
2021,3550308,63,1742,465
2021,3550308,77,866,620
2021,3550308,91,1608,583
2021,3550308,78,,240
2021,3550308,29,841,2311
2021,3550308,35,150,58
2021,3550308,24,158,135
2021,3550308,76,72,450
2021,3550308,74,484,123
2021,3550308,96,1278,1000
2021,3550308,58,,269
2021,3550308,16,1278,1
2021,3550308,22,493,520
2021,3550308,29,899,135
2021,3550308,88,1048,971
2021,3550308,5,401,205
2021,3550308,67,1809,29
2021,3550308,78,1506,353
2021,3550308,29,1144,348
2021,3550308,93,686,1277
2021,3550308,77,1830,541
2021,3550308,86,824,23
2021,3550308,29,106,86
2021,3550308,41,1808,302
2021,3550308,78,1751,83
2021,3550308,72,1506,489
2021,3550308,,211,17
2021,3550308,83,1010,168
2021,3550308,16,1472,38
2021,3550308,65,831,488
2021,3550308,26,1518,1308
2021,3550308,34,69,875
2021,3550308,83,517,155
2021,3550308,35,1146,508
2021,3550308,86,1129,122
2021,3550308,18,278,3
2021,3550308,75,904,101
2021,3550308,73,1625,90
2021,3550308,87,54,52
2021,3550308,36,569,41
2021,3550308,31,409,315
2021,3550308,24,172,75
2021,3550308,86,701,27
2021,3550308,68,879,511
2021,3550308,5,1,292
2021,3550308,88,875,82
2021,3550308,17,1613,324
2021,3550308,59,1547,455
2021,3550308,63,1496,0
2021,3550308,49,1827,114
2021,3550308,45,927,25
2021,3550308,48,1752,293
2021,3550308,35,1825,576
2021,3550308,35,1409,67
2021,3550308,63,489,266
2021,3550308,67,1856,121
2021,3550308,94,,2745
2021,3550308,49,1056,203
2021,3550308,79,1710,25
2021,3550308,11,1114,125
2021,3550308,5,259,126
2021,3550308,96,288,140
2021,3550308,29,457,265
2021,3550308,68,1702,334
2021,3550308,23,305,224
2021,3550308,78,6,269
2021,3550308,14,1059,77
2021,3550308,86,935,280
2021,3550308,46,14,211
2021,3550308,41,911,88
2021,3550308,34,1482,1370
2021,3550308,29,670,678
2021,3550308,18,1523,172
2021,3550308,89,1176,63
2021,3550308,34,482,15
2021,3550308,18,1184,23
2021,3550308,73,892,25
2021,3550308,76,1283,509
2021,3550308,76,1785,713
2021,3550308,16,419,126
2021,3550308,16,1107,268
2021,3550308,73,1354,25
2021,3550308,76,175,13
2021,3550308,24,936,296
2021,3550308,30,961,331
2021,3550308,54,1743,51
2021,3550308,29,873,413
2021,3550308,3,1261,20
2021,3550308,68,1817,100
2021,3550308,76,613,219
2021,3550308,83,237,115
2021,3550308,63,1252,11
2021,3550308,6,437,25
2021,3550308,,184,2
2021,3550308,86,849,521
2021,3550308,58,1550,11
2021,3550308,72,42,71
2021,3550308,78,267,72
2021,3550308,81,1317,289
2021,3550308,22,816,380
2021,3550308,4,718,353
2021,3550308,68,1284,271
2021,3550308,,92,63
2021,3550308,17,793,78
2021,3550308,16,1260,4
2021,3550308,68,1651,1153
2021,3550308,64,259,26
2021,3550308,73,986,0
2021,3550308,41,258,0
2021,3550308,74,279,48
2021,3550308,77,1027,284
2021,3550308,11,1855,128
2021,3550308,83,587,21
2021,3550308,16,468,92
2021,3550308,18,76,440
2021,3550308,73,1302,71
2021,3550308,34,996,224
2021,3550308,45,939,65
2021,3550308,21,393,121
2021,3550308,50,217,89
2021,3550308,96,612,230
2021,3550308,17,1369,132
2021,3550308,75,973,175
2021,3550308,48,362,163
2021,3550308,78,1046,125
2021,3550308,28,1769,21
2021,3550308,37,226,0
2021,3550308,84,255,3
2021,3550308,55,514,34
2021,3550308,,1092,67
2021,3550308,74,452,41
2021,3550308,79,1226,5
2021,3550308,18,168,6
2021,3550308,77,1012,480
2021,3550308,,937,42
2021,3550308,23,682,114
2021,3550308,45,,37
2021,3550308,45,1614,50
2021,3550308,61,1428,43
2021,3550308,32,69,32
2021,3550308,18,463,124
2021,3550308,29,933,5
2021,3550308,74,741,12
2021,3550308,35,1757,4
2021,3550308,21,1661,152
2021,3550308,18,947,97
2021,3550308,34,592,107
2021,3550308,41,734,138
2021,3550308,58,1265,24
2021,3550308,34,663,21
2021,3550308,64,1421,137
2021,3550308,12,185,293
2021,3550308,28,1447,219
2021,3550308,13,430,263
2021,3550308,21,955,1
2021,3550308,85,1858,4
2021,3550308,16,929,31
2021,3550308,1,5,2843
2021,3550308,5,166,290
2021,3550308,70,1483,13
2021,3550308,92,,113
2021,3550308,31,,39
2021,3550308,46,1244,200
2021,3550308,18,779,27
2021,3550308,18,208,141
2021,3550308,56,,213
2021,3550308,34,275,237
2021,3550308,41,1012,93
2021,3550308,41,443,69
2021,3550308,28,1620,3
2021,3550308,72,1636,92
2021,3550308,48,1826,6
2021,3550308,73,1655,44
2021,3550308,,1736,94
2021,3550308,22,341,0
2021,3550308,16,1529,318
2021,3550308,,1222,68
2021,3550308,33,855,7
2021,3550308,55,28,13
2021,3550308,74,657,10
2021,3550308,63,1727,144
2021,3550308,29,1294,51
2021,3550308,45,849,35
2021,3550308,28,1751,87
2021,3550308,67,881,19
2021,3550308,68,386,72
2021,3550308,65,712,112
2021,3550308,84,1151,3
2021,3550308,94,1467,45
2021,3550308,55,1786,19
2021,3550308,63,1750,77
2021,3550308,22,420,200
2021,3550308,,95,23
2021,3550308,86,857,31
2021,3550308,21,1395,92
2021,3550308,,199,56
2021,3550308,21,586,90
2021,3550308,85,1278,2
2021,3550308,86,1393,45
2021,3550308,94,1076,138
2021,3550308,29,1384,0
2021,3550308,12,1544,235
2021,3550308,11,989,157
2021,3550308,87,1365,16
2021,3550308,4,802,36
2021,3550308,49,109,367
2021,3550308,96,1573,238
2021,3550308,91,1618,0
2021,3550308,16,1193,305
2021,3550308,22,939,11
2021,3550308,82,1467,0
2021,3550308,71,865,736
2021,3550308,29,107,89
2021,3550308,20,620,148
2021,3550308,78,34,54
2021,3550308,38,51,1
2021,3550308,88,733,29
2021,3550308,83,991,2
2021,3550308,74,987,204
2021,3550308,11,466,463
2021,3550308,16,1507,495
2021,3550308,11,378,257
2021,3550308,51,1638,2250
2021,3550308,85,495,172
2021,3550308,30,369,56
2021,3550308,16,205,244
2021,3550308,67,388,66
2021,3550308,67,441,1
2021,3550308,96,1018,443
2021,3550308,76,1477,79
2021,3550308,22,197,67
2021,3550308,,637,0
2021,3550308,73,1588,692
2021,3550308,67,1672,23
2021,3550308,77,115,150
2021,3550308,34,1511,5
2021,3550308,,966,175
2021,3550308,45,1873,632
2021,3550308,22,871,9
2021,3550308,73,1347,18
2021,3550308,41,500,93
2021,3550308,22,927,3
2021,3550308,29,964,43
2021,3550308,18,1739,129
2021,3550308,,934,0
2021,3550308,83,33,68
2021,3550308,54,795,48
2021,3550308,22,1762,68
2021,3550308,11,384,21
2021,3550308,78,1684,0
2021,3550308,26,1279,21
2021,3550308,57,1456,7
2021,3550308,27,1331,31
2021,3550308,72,267,3
2021,3550308,,904,16
2021,3550308,65,288,12
2021,3550308,46,1328,155
2021,3550308,22,606,22
2021,3550308,87,1442,0
2021,3550308,30,1802,21
2021,3550308,,342,13
2021,3550308,30,1845,0
2021,3550308,19,1528,6
2021,3550308,92,600,3
2021,3550308,76,333,5
2021,3550308,91,1485,108
2021,3550308,21,1061,1
2021,3550308,73,984,119
2021,3550308,70,1645,0
2021,3550308,29,1757,11
2021,3550308,55,620,23
2021,3550308,,562,6
2021,3550308,92,1467,20
2021,3550308,,1594,5
2021,3550308,86,,26
2021,3550308,58,511,0
2021,3550308,22,,1844
2021,3550308,22,1104,13
2021,3550308,74,487,6
2021,3550308,41,998,95
2021,3550308,46,1400,238
2021,3550308,22,833,1
2021,3550308,63,145,0
2021,3550308,35,901,3
2021,3550308,40,1593,12
2021,3550308,28,1351,2
2021,3550308,46,373,39
2021,3550308,75,175,3
2021,3550308,73,1454,4
2021,3550308,73,1440,41
2021,3550308,20,906,0
2021,3550308,76,1505,0
2021,3550308,16,1389,0
2021,3550308,79,1552,76
2021,3550308,21,608,4
2021,3550308,88,1841,9
2021,3550308,30,889,58
2021,3550308,78,577,0
2021,3550308,84,371,7
2021,3550308,86,377,0
2021,3550308,93,319,124
2021,3550308,73,461,0
2021,3550308,41,1487,34
2021,3550308,30,1793,475
2021,3550308,87,406,19
2021,3550308,81,1532,88
2021,3550308,60,1781,13
2021,3550308,68,207,0
2021,3550308,78,1349,18
2021,3550308,34,641,0
2021,3550308,23,1372,120
2021,3550308,,369,0
2021,3550308,16,1778,4
2021,3550308,11,,156
2021,3550308,41,1807,3
2021,3550308,33,725,4
2021,3550308,78,1334,1
2021,3550308,4,155,58
2021,3550308,22,676,3
2021,3550308,77,1462,145
2021,3550308,15,1719,2
2021,3550308,23,686,27
2021,3550308,36,1345,94
2021,3550308,28,1839,43
2021,3550308,46,17,2
2021,3550308,18,508,5
2021,3550308,82,1767,20
2021,3550308,35,1602,0
2021,3550308,55,1227,20
2021,3550308,88,474,0
2021,3550308,8,1624,113
2021,3550308,22,555,44
2021,3550308,,1196,2
2021,3550308,16,777,9
2021,3550308,15,369,49
2021,3550308,18,320,6
2021,3550308,72,1403,3
2021,3550308,83,486,0
2021,3550308,34,1600,18
2021,3550308,22,1109,13
2021,3550308,,1778,42
2021,3550308,41,1161,11
2021,3550308,86,1767,14
2021,3550308,43,1005,2
2021,3550308,54,522,2
2021,3550308,55,1142,0
2021,3550308,35,269,2
2021,3550308,78,289,3
2021,3550308,54,176,31
2021,3550308,20,1056,3
2021,3550308,58,398,1
2021,3550308,59,1316,26
2021,3550308,90,182,19
2021,3550308,37,1318,1
2021,3550308,50,1459,1
2021,3550308,55,1297,27
2021,3550308,31,531,53
2021,3550308,,1559,426
2021,3550308,15,284,2
2021,3550308,72,1684,16
2021,3550308,,961,11
2021,3550308,4,665,19
2021,3550308,18,313,1432
2021,3550308,53,242,31
2021,3550308,59,1350,21
2021,3550308,,1606,0
2021,3550308,30,1875,41
2021,3550308,78,1386,23
2021,3550308,40,118,9
2021,3550308,34,434,1
2021,3550308,87,1645,0
2021,3550308,16,1352,0
2021,3550308,18,104,14
2021,3550308,58,1277,23
2021,3550308,41,524,1
2021,3550308,79,895,3
2021,3550308,29,1174,3
2021,3550308,24,921,0
2021,3550308,,613,0
2021,3550308,37,755,30
2021,3550308,36,1154,5
2021,3550308,94,590,0
2021,3550308,,183,8
2021,3550308,43,76,18
2021,3550308,53,1258,1
2021,3550308,55,287,3
2021,3550308,67,1342,1
2021,3550308,,1785,0
2021,3550308,92,1489,0
2021,3550308,45,241,0
2021,3550308,94,742,0
2021,3550308,36,371,1
2021,3550308,86,1837,0
2021,3550308,43,1115,1
2021,3550308,41,836,2
2021,3550308,19,1226,4
2021,3550308,55,342,1
2021,3550308,75,271,2
2021,3550308,55,1230,107
2021,3550308,,1412,4
2021,3550308,74,893,7
2021,3550308,9,1147,143
2021,3550308,21,288,18
2021,3550308,61,1793,3
2021,3550308,84,1280,0
2021,3550308,,408,0
2021,3550308,18,,0
2021,3550308,55,110,6
2021,3550308,,234,0
2021,3550308,18,900,0
2021,3550308,74,1654,3
2021,3550308,53,1195,0
2021,3550308,,18,4
2021,3550308,73,856,0
2021,3550308,29,1641,6
2021,3550308,83,422,0
2021,3550308,22,943,0
2021,3550308,49,896,0
2021,3550308,28,1728,3
2021,3550308,,1836,0
2021,3550308,58,387,0
2021,3550308,21,1778,95
2021,3550308,,550,0
2021,3550308,41,1480,0
2021,3550308,29,114,8
2021,3550308,17,1457,1
2021,3550308,21,549,6
2021,3550308,83,1311,9
2021,3550308,94,1343,2
2021,3550308,47,22,3
2021,3550308,34,1460,7
2021,3550308,28,1874,0
2021,3550308,87,1755,0
2021,3550308,,120,0
2021,3550308,42,913,0
2021,3550308,55,1097,0
2021,3550308,75,870,0
2021,3550308,18,574,0
2021,3550308,65,1405,0
2021,3550308,,1557,0
2021,3550308,54,89,0
2021,3550308,48,1168,0
2021,3550308,83,331,0
2021,3550308,,1333,0
2021,3550308,,584,0
2021,3550308,29,834,1
2021,3550308,91,1282,1
2021,3550308,39,1809,45
2021,3550308,16,1688,17
2021,3550308,83,854,0
2021,3550308,34,1833,1
2021,3550308,73,1789,0
2021,3550308,55,210,0
2021,3550308,,575,0
2021,3550308,,495,0
2021,3550308,29,1371,0
2021,3550308,41,808,0
2021,3550308,22,1814,0
2021,3550308,,210,0
2021,3550308,,209,0
2021,3550308,83,205,1
2021,3550308,,1537,1
2021,3550308,73,1768,11
2021,3550308,57,1140,0
2021,3550308,18,1017,0
2021,3550308,80,22,0
2021,3550308,44,709,0
2021,3550308,56,1051,0
2021,3550308,71,128,0
2021,3550308,,1554,0
2021,3550308,,1193,0
2021,3550308,34,748,1
2021,3550308,74,1744,8
2021,3550308,55,69,20
2021,3550308,,1475,0
2021,3550308,71,821,0
2021,3550308,,1390,0
2021,3550308,16,1434,0
2021,3550308,,1290,4
2021,3550308,,1732,1
2021,3550308,36,1151,0
2021,3550308,,859,0
2021,3550308,72,1649,3
2021,3550308,62,1086,66990
2021,3550308,33,1677,54224
2021,3550308,33,240,78375
2021,3550308,65,903,741
2021,3550308,44,200,16646
2021,3550308,33,68,47606
2021,3550308,81,1308,11928
2021,3550308,15,410,492
2021,3550308,41,1605,1181
2021,3550308,12,1575,765
2021,3550308,3,1105,541
2021,3550308,75,46,708
2021,3550308,15,254,1605
2021,3550308,38,1593,9315
2021,3550308,19,134,7398
2021,3550308,48,1781,879
2021,3550308,26,201,7353
2021,3550308,16,1195,412
2021,3550308,59,1068,10128
2021,3550308,40,1073,557
2021,3550308,28,1560,110
2021,3550308,32,1059,1518
2021,3550308,1,1767,10788
2021,3550308,90,1637,16640
2021,3550308,77,1221,1427
2021,3550308,73,1574,2369
2021,3550308,35,,257
2021,3550308,70,1282,52633
2021,3550308,8,97,605
2021,3550308,19,1443,8845
2021,3550308,51,788,839
2021,3550308,35,251,7497
2021,3550308,37,1135,808
2021,3550308,72,592,4974
2021,3550308,6,1147,25628
2021,3550308,9999,,1342
2021,3550308,88,367,236
2021,3550308,81,1842,6505
2021,3550308,89,1618,973
2021,3550308,15,91,699
2021,3550308,1,1578,1637
2021,3550308,15,1264,332
2021,3550308,23,63,2015
2021,3550308,54,879,190
2021,3550308,71,1264,54347
2021,3550308,66,,8463
2021,3550308,81,82,2545
2021,3550308,87,102,1487
2021,3550308,37,138,315
2021,3550308,11,1708,210
2021,3550308,19,1681,1666
2021,3550308,21,41,299
2021,3550308,87,1528,8070
2021,3550308,78,1390,851
2021,3550308,35,1441,986
2021,3550308,16,1001,213
2021,3550308,27,1664,3379
2021,3550308,13,1059,3991
2021,3550308,68,1518,1486
2021,3550308,73,1185,34
2021,3550308,58,859,80
2021,3550308,63,1087,876
2021,3550308,32,1806,990
2021,3550308,68,1612,1933
2021,3550308,23,936,506
2021,3550308,38,1774,594
2021,3550308,74,909,14807
2021,3550308,26,1383,440
2021,3550308,36,1657,220
2021,3550308,41,256,2924
2021,3550308,64,1379,448
2021,3550308,94,1557,856
2021,3550308,75,878,147
2021,3550308,22,1733,2652
2021,3550308,75,461,197
2021,3550308,35,1854,453
2021,3550308,71,1801,1716
2021,3550308,22,607,144
2021,3550308,88,1120,942
2021,3550308,80,1285,25856
2021,3550308,60,1328,788
2021,3550308,62,788,7134
2021,3550308,36,1552,12549
2021,3550308,21,903,323
2021,3550308,79,1284,5334
2021,3550308,4,304,3606
2021,3550308,82,1665,375
2021,3550308,91,,14705
2021,3550308,63,,30541
2021,3550308,13,1674,2229
2021,3550308,67,1801,86
2021,3550308,77,,1939
2021,3550308,53,1756,10402
2021,3550308,12,776,1482
2021,3550308,79,,419011
2021,3550308,15,675,2368
2021,3550308,41,1115,299
2021,3550308,46,,16739
2021,3550308,86,1475,1587
2021,3550308,91,1585,377
2021,3550308,27,1728,1075
2021,3550308,14,36,4476
2021,3550308,34,1151,779
2021,3550308,96,360,2026
2021,3550308,19,1805,355
2021,3550308,83,1289,69
2021,3550308,58,216,621
2021,3550308,30,1640,99
2021,3550308,70,3,2972
2021,3550308,60,1083,15719
2021,3550308,26,1798,1043
2021,3550308,49,1043,6776
2021,3550308,41,999,43
2021,3550308,96,975,810
2021,3550308,62,1626,5558
2021,3550308,74,1400,5475
2021,3550308,36,1758,1505
2021,3550308,46,2,11370
2021,3550308,29,1622,453
2021,3550308,6,19,13522
2021,3550308,90,1518,548
2021,3550308,76,310,105
2021,3550308,54,,1952
2021,3550308,72,1792,107
2021,3550308,1,1759,185
2021,3550308,50,1047,3219
2021,3550308,16,1003,1096
2021,3550308,80,97,1922
2021,3550308,23,1209,1098
2021,3550308,27,,22997
2021,3550308,89,1045,336
2021,3550308,21,509,764
2021,3550308,95,1737,3065
2021,3550308,17,1803,131
2021,3550308,10,1059,979
2021,3550308,88,774,651
2021,3550308,25,201,12412
2021,3550308,66,1268,24151
2021,3550308,95,1169,2469
2021,3550308,92,1557,1085
2021,3550308,21,569,220
2021,3550308,58,1095,52
2021,3550308,19,1535,1251
2021,3550308,54,1387,292
2021,3550308,93,1853,3943
2021,3550308,53,1060,2565
2021,3550308,89,17,1580
2021,3550308,39,1007,2585
2021,3550308,40,958,80
2021,3550308,34,1204,77
2021,3550308,11,1586,128
2021,3550308,29,1125,687
2021,3550308,,1116,418
2021,3550308,13,794,263
2021,3550308,86,95,1850
2021,3550308,61,1628,590
2021,3550308,43,22,722
2021,3550308,33,973,2038
2021,3550308,39,255,397
2021,3550308,23,347,2278
2021,3550308,27,1284,1371
2021,3550308,27,1651,338
2021,3550308,16,675,257
2021,3550308,67,77,1000
2021,3550308,84,1353,217
2021,3550308,74,1353,551
2021,3550308,87,1592,1997
2021,3550308,11,518,1359
2021,3550308,19,,732
2021,3550308,63,1874,787
2021,3550308,85,1170,463
2021,3550308,85,1766,532
2021,3550308,86,1554,219
2021,3550308,4,1430,1594
2021,3550308,77,1284,2055
2021,3550308,41,924,166
2021,3550308,65,640,415
2021,3550308,34,1816,2113
2021,3550308,74,997,42
2021,3550308,59,,423
2021,3550308,61,1572,188
2021,3550308,67,1415,1579
2021,3550308,70,245,729
2021,3550308,76,949,50
2021,3550308,73,1012,178
2021,3550308,51,1462,1580
2021,3550308,43,492,250
2021,3550308,31,437,374
2021,3550308,29,716,464
2021,3550308,75,863,346
2021,3550308,86,562,251
2021,3550308,48,509,698
2021,3550308,81,1119,2657
2021,3550308,28,712,162
2021,3550308,31,171,239
2021,3550308,19,985,27
2021,3550308,53,522,356
2021,3550308,7,788,2331
2021,3550308,74,1673,173
2021,3550308,93,1347,106
2021,3550308,40,1180,491
2021,3550308,18,673,162
2021,3550308,62,481,8329
2021,3550308,88,1200,1042
2021,3550308,6,1748,727
2021,3550308,79,1556,35
2021,3550308,54,1047,721
2021,3550308,74,901,92
2021,3550308,95,319,2693
2021,3550308,51,1074,834
2021,3550308,93,1693,561
2021,3550308,78,429,805
2021,3550308,26,1638,3707
2021,3550308,15,203,130
2021,3550308,48,1810,660
2021,3550308,14,1074,588
2021,3550308,74,373,43
2021,3550308,62,328,467
2021,3550308,16,325,499
2021,3550308,36,51,268
2021,3550308,30,159,193
2021,3550308,85,778,38
2021,3550308,15,1198,432
2021,3550308,16,1137,167
2021,3550308,82,1378,4261
2021,3550308,16,704,170
2021,3550308,94,515,1017
2021,3550308,58,1189,101
2021,3550308,48,1442,130
2021,3550308,53,223,117
2021,3550308,11,1231,498
2021,3550308,16,662,151
2021,3550308,74,882,248
2021,3550308,86,1222,225
2021,3550308,64,810,726
2021,3550308,3,1850,526
2021,3550308,45,637,196
2021,3550308,68,69,357
2021,3550308,86,592,27
2021,3550308,1,1546,159
2021,3550308,17,1379,476
2021,3550308,83,1745,188
2021,3550308,74,1089,150
2021,3550308,93,1705,277
2021,3550308,36,87,1351
2021,3550308,31,550,264
2021,3550308,73,1481,333
2021,3550308,58,1661,171
2021,3550308,67,1366,435
2021,3550308,54,1076,711
2021,3550308,46,39,1635
2021,3550308,82,1213,2583
2021,3550308,70,1402,39
2021,3550308,51,646,186
2021,3550308,30,1117,1251
2021,3550308,35,1772,199
2021,3550308,,1689,16
2021,3550308,71,228,500
2021,3550308,59,1823,380
2021,3550308,71,1504,277
2021,3550308,81,237,252
2021,3550308,63,1403,191
2021,3550308,74,967,102
2021,3550308,34,1341,116
2021,3550308,41,412,71
2021,3550308,83,595,61
2021,3550308,,296,36
2021,3550308,4,601,51
2021,3550308,54,1351,130
2021,3550308,54,1426,193
2021,3550308,41,1382,751
2021,3550308,94,1135,64
2021,3550308,28,362,174
2021,3550308,1,1449,196
2021,3550308,18,43,277
2021,3550308,61,1521,315
2021,3550308,87,1627,258
2021,3550308,34,743,283
2021,3550308,5,919,55
2021,3550308,28,1153,146
2021,3550308,94,1498,213
2021,3550308,84,3,1945
2021,3550308,92,430,878
2021,3550308,29,,1620
2021,3550308,44,922,272
2021,3550308,83,1647,192
2021,3550308,73,1201,195
2021,3550308,16,804,158
2021,3550308,22,659,31
2021,3550308,85,730,3
2021,3550308,55,959,21
2021,3550308,49,1396,131
2021,3550308,78,175,938
2021,3550308,34,621,45
2021,3550308,64,1610,1
2021,3550308,12,800,632
2021,3550308,59,1398,250
2021,3550308,54,1360,79
2021,3550308,58,437,13
2021,3550308,67,950,248
2021,3550308,74,1244,70
2021,3550308,28,904,26
2021,3550308,83,1495,11
2021,3550308,8,144,1170
2021,3550308,17,380,36
2021,3550308,68,1118,416
2021,3550308,15,338,192
2021,3550308,11,1778,237
2021,3550308,78,1175,104
2021,3550308,75,949,185
2021,3550308,74,235,68
2021,3550308,68,1370,153
2021,3550308,95,1399,1254
2021,3550308,31,1793,322
2021,3550308,17,1652,404
2021,3550308,19,76,1347
2021,3550308,29,1344,162
2021,3550308,21,1810,78
2021,3550308,21,867,55
2021,3550308,64,1860,130
2021,3550308,84,1678,55
2021,3550308,21,654,55
2021,3550308,76,1442,56
2021,3550308,5,868,64
2021,3550308,4,1528,437
2021,3550308,16,558,107
2021,3550308,28,1659,38
2021,3550308,42,915,51
2021,3550308,70,258,93
2021,3550308,81,781,13
2021,3550308,19,463,15
2021,3550308,19,1525,355
2021,3550308,63,970,131
2021,3550308,73,1821,116
2021,3550308,34,1666,0
2021,3550308,40,630,59
2021,3550308,4,979,156
2021,3550308,49,1863,164
2021,3550308,42,427,44
2021,3550308,73,557,527
2021,3550308,31,468,64
2021,3550308,58,187,11
2021,3550308,15,1001,318
2021,3550308,83,438,72
2021,3550308,80,233,104
2021,3550308,55,595,10
2021,3550308,18,966,383
2021,3550308,73,1653,31
2021,3550308,28,1165,158
2021,3550308,43,521,138
2021,3550308,50,1437,87
2021,3550308,58,1507,267
2021,3550308,28,1352,185
2021,3550308,53,1086,331
2021,3550308,83,782,12
2021,3550308,47,1638,206
2021,3550308,96,242,183
2021,3550308,41,55,118
2021,3550308,1,1603,10
2021,3550308,47,1285,400
2021,3550308,85,1365,138
2021,3550308,41,15,133
2021,3550308,96,626,208
2021,3550308,44,531,1035
2021,3550308,,1806,20
2021,3550308,20,1298,254
2021,3550308,22,1097,14
2021,3550308,74,905,144
2021,3550308,,416,153
2021,3550308,23,247,44
2021,3550308,85,820,205
2021,3550308,83,1744,112
2021,3550308,31,854,1
2021,3550308,29,888,25
2021,3550308,74,544,93
2021,3550308,16,1155,0
2021,3550308,78,1417,393
2021,3550308,72,1517,14
2021,3550308,45,318,119
2021,3550308,22,342,307
2021,3550308,21,1458,70
2021,3550308,16,1173,141
2021,3550308,84,610,88
2021,3550308,72,1594,224
2021,3550308,87,1474,35
2021,3550308,67,654,47
2021,3550308,55,726,306
2021,3550308,41,1542,37
2021,3550308,42,850,147
2021,3550308,,1726,21
2021,3550308,22,955,46
2021,3550308,34,371,14
2021,3550308,45,505,61
2021,3550308,18,407,166
2021,3550308,58,955,164
2021,3550308,29,1104,1618
2021,3550308,29,336,300
2021,3550308,65,179,115
2021,3550308,40,209,39
2021,3550308,21,1729,57
2021,3550308,79,1406,119
2021,3550308,83,864,43
2021,3550308,22,843,36
2021,3550308,78,1604,1
2021,3550308,78,584,45
2021,3550308,54,384,49
2021,3550308,76,1001,1
2021,3550308,22,514,89
2021,3550308,1,1225,109
2021,3550308,30,921,512
2021,3550308,,621,366
2021,3550308,43,913,34
2021,3550308,74,327,2
2021,3550308,74,727,741
2021,3550308,22,904,6
2021,3550308,44,1832,7
2021,3550308,74,180,81
2021,3550308,94,1709,13
2021,3550308,29,681,104
2021,3550308,12,473,31
2021,3550308,14,798,37
2021,3550308,2,1310,1039
2021,3550308,86,331,90
2021,3550308,77,178,40
2021,3550308,24,174,274
2021,3550308,64,822,181
2021,3550308,22,473,0
2021,3550308,34,556,112
2021,3550308,45,613,70
2021,3550308,35,631,51
2021,3550308,29,464,480
2021,3550308,25,19,354
2021,3550308,18,92,81
2021,3550308,72,1589,162
2021,3550308,17,1746,10
2021,3550308,15,1345,125
2021,3550308,16,1032,72
2021,3550308,18,854,282
2021,3550308,11,1536,7
2021,3550308,45,388,48
2021,3550308,41,875,0
2021,3550308,83,160,71
2021,3550308,70,1621,59
2021,3550308,81,973,196
2021,3550308,41,869,13
2021,3550308,28,1579,68
2021,3550308,85,1744,191
2021,3550308,96,921,339
2021,3550308,83,778,135
2021,3550308,22,821,160
2021,3550308,49,1285,94
2021,3550308,78,1776,145
2021,3550308,4,1211,39
2021,3550308,49,196,19
2021,3550308,18,521,83
2021,3550308,,1261,1250
2021,3550308,17,1610,29
2021,3550308,78,198,121
2021,3550308,63,918,269
2021,3550308,64,1808,27
2021,3550308,28,934,0
2021,3550308,95,1517,7
2021,3550308,26,815,95
2021,3550308,48,1356,1482
